time_s,fx_N,fy_N,fz_N,tx_Nm,ty_Nm,tz_Nm
37.197110,4.153974,-1.948789,-1.587405,0.170021,0.013067,1.018197
37.250715,4.086533,-1.968504,-1.665154,0.195538,-0.017281,1.050107
37.296666,4.154174,-2.055543,-1.619315,0.208815,-0.002238,1.081960
37.347522,4.030090,-1.896077,-1.554134,0.168711,0.009882,1.017126
37.402123,4.045880,-1.997528,-1.640192,0.167435,-0.023094,1.060061
37.446452,4.120027,-1.977774,-1.640398,0.178742,-0.026164,1.038757
37.498878,4.059997,-1.971599,-1.654875,0.192883,-0.017210,1.044361
37.551788,4.039117,-1.988853,-1.615926,0.181872,-0.021151,1.040396
37.622848,4.073502,-2.090612,-1.691519,0.219715,-0.030585,1.113687
37.674307,4.137803,-1.937537,-1.569848,0.170655,0.008736,1.050123
37.721786,4.120709,-2.019868,-1.698771,0.201643,-0.015156,1.069222
37.771523,4.234417,-1.986472,-1.664637,0.219592,0.011441,1.062435
37.822044,4.127605,-1.978749,-1.704172,0.177566,-0.040130,1.053944
37.873083,4.073199,-2.046466,-1.557381,0.203503,0.018467,1.092045
37.921093,4.132168,-2.022269,-1.646586,0.206022,-0.011024,1.054573
37.973141,4.200416,-2.002416,-1.665429,0.212127,-0.003043,1.055414
38.021573,4.174729,-1.942395,-1.615345,0.174389,0.011260,1.050349
38.073824,4.080252,-2.056182,-1.681157,0.217133,-0.024901,1.083580
38.127156,4.057207,-1.955465,-1.596926,0.189172,0.002060,1.039303
38.171669,4.155937,-1.893424,-1.619720,0.192142,0.007711,1.050662
38.221477,4.053165,-2.110148,-1.679746,0.204970,-0.025125,1.071478
38.275035,4.136148,-2.001794,-1.681612,0.196520,-0.015758,1.062587
38.321560,4.236248,-2.004454,-1.779518,0.168267,-0.043735,1.043349
38.371650,4.011454,-1.797035,-1.619596,0.161789,-0.037874,0.981580
38.426258,4.129802,-2.113439,-1.811913,0.204651,-0.041249,1.080418
38.473435,4.376688,-2.215681,-1.450928,0.210660,0.053483,1.080132
38.524461,3.945020,-1.641511,-1.669049,0.181843,-0.013809,1.012148
38.575918,4.273355,-2.446463,-1.695739,0.278093,-0.004466,1.181000
38.635888,4.126658,-1.959009,-1.654455,0.191953,-0.017018,1.063990
38.671532,3.715733,-1.602361,-1.790876,0.179108,-0.096712,1.020529
38.725179,4.224030,-2.393674,-1.514472,0.226405,0.022443,1.142798
38.771612,4.198437,-2.048857,-1.653488,0.185221,-0.014966,1.054465
38.822935,3.964175,-1.728254,-1.600932,0.189926,-0.019856,1.034493
38.875228,4.259667,-2.367177,-1.533299,0.227503,0.029996,1.154375
38.921820,4.175240,-2.003866,-1.691424,0.234263,0.017721,1.099412
38.971555,4.021647,-1.947938,-1.584879,0.194318,-0.009553,1.050843
39.021790,4.035469,-2.207126,-1.644161,0.200365,-0.021493,1.105062
39.071752,3.989680,-1.872162,-1.765380,0.174405,-0.073976,1.048200
39.122228,4.257538,-2.236045,-1.621623,0.229343,0.009301,1.121649
39.171526,4.140536,-2.028362,-1.640339,0.226382,0.010387,1.112177
39.221758,4.091099,-1.964152,-1.703288,0.204864,-0.041149,1.078717
39.271912,4.355598,-2.256427,-1.612480,0.214523,0.003665,1.116624
39.321695,3.963263,-1.816261,-1.745954,0.163152,-0.054355,1.043811
39.371802,3.959508,-2.075113,-1.466702,0.204669,0.023559,1.092942
39.422269,4.209294,-2.250057,-1.641189,0.226167,-0.010888,1.117132
39.471292,3.882845,-1.800155,-1.759562,0.161783,-0.057792,1.007561
39.522259,4.124798,-2.119213,-1.629553,0.215769,-0.015295,1.088471
39.572397,4.467533,-2.020011,-1.729276,0.206097,0.008885,1.058812
39.622716,4.070032,-1.948442,-1.625322,0.207183,-0.004096,1.090268
39.671854,4.064323,-2.110493,-1.650004,0.201733,-0.031417,1.080316
39.721548,4.213613,-1.983859,-1.748811,0.194063,-0.050156,1.069017
39.776488,4.096194,-2.024431,-1.698876,0.190606,-0.021602,1.056583
39.821867,4.017905,-2.108641,-1.600574,0.202796,-0.017552,1.102502
39.876204,4.117710,-1.992965,-1.700623,0.211761,-0.017765,1.073381
39.951629,4.078992,-1.982062,-1.573161,0.181996,-0.002621,1.044277
39.997056,4.180457,-1.857975,-1.737434,0.162977,-0.028932,1.027609
40.046728,4.136759,-2.144740,-1.533759,0.198682,0.022906,1.085632
40.096872,4.102759,-2.001064,-1.682536,0.196595,-0.024181,1.072623
40.146389,4.152366,-1.903468,-1.625262,0.194639,0.003909,1.049881
40.197310,4.277396,-2.146000,-1.512303,0.224762,0.053880,1.101526
40.247302,4.197447,-1.960188,-1.639353,0.197150,0.015477,1.054902
40.296534,4.125659,-1.986104,-1.650310,0.201538,-0.007441,1.070283
40.347672,4.142113,-2.128690,-1.624742,0.211355,0.000070,1.097166
40.398103,4.249343,-1.951363,-1.713129,0.189873,0.002431,1.051922
40.447260,4.145488,-1.986277,-1.539889,0.213766,0.043388,1.053280
40.497534,4.213566,-2.005601,-1.665132,0.189945,0.000184,1.073840
40.547269,4.208406,-1.930064,-1.690861,0.189361,-0.000119,1.032943
40.596959,4.135475,-2.023870,-1.593139,0.190754,0.008401,1.055287
40.646752,4.099878,-1.950257,-1.632659,0.186513,-0.000216,1.064107
40.697692,4.132871,-2.088526,-1.672173,0.199131,-0.032896,1.094801
40.751606,4.087226,-1.951538,-1.632793,0.167621,-0.013434,1.035411
40.796656,4.141623,-1.930328,-1.760761,0.194583,-0.045205,1.062309
40.846499,4.043011,-2.073379,-1.572770,0.182590,-0.023840,1.055855
40.900933,4.115103,-1.918284,-1.638095,0.183000,-0.014779,1.023115
40.946682,4.106262,-1.858120,-1.579584,0.159842,0.008912,1.030155
41.000896,4.169008,-2.082821,-1.585371,0.196036,0.003326,1.084253
41.052489,4.046561,-1.921341,-1.650096,0.174628,-0.030370,1.058175
41.096720,4.080989,-2.015303,-1.617940,0.205843,-0.003655,1.076967
41.147696,4.199003,-2.170618,-1.603754,0.233100,0.026638,1.121961
41.201388,4.145010,-1.916949,-1.602869,0.165433,0.010272,1.034034
41.246889,4.078158,-2.051229,-1.611802,0.210856,-0.024899,1.105498
41.298381,4.254327,-1.952256,-1.658124,0.183737,0.010266,1.047008
41.351067,4.142429,-1.974573,-1.675907,0.193606,-0.017156,1.056975
41.398256,4.134477,-1.913805,-1.562821,0.166110,0.009076,1.018301
41.446681,4.092443,-1.999960,-1.641543,0.226668,0.003496,1.070078
41.497032,4.063084,-1.960413,-1.692770,0.186681,-0.045458,1.060825
41.546723,4.147524,-2.134130,-1.592233,0.212802,0.012369,1.116186
41.597054,4.144890,-1.940479,-1.646752,0.194096,0.005621,1.045596
41.646914,4.200072,-2.019417,-1.666421,0.202959,-0.013015,1.061294
41.696712,4.128330,-2.063040,-1.696780,0.214747,-0.033797,1.089844
41.747301,4.095860,-1.868313,-1.696141,0.170374,-0.012307,1.023162
41.796756,4.209996,-1.956027,-1.657944,0.179574,-0.003186,1.032274
41.847041,4.049874,-1.947419,-1.596221,0.186519,-0.003100,1.027227
41.897690,4.139413,-1.964060,-1.745220,0.186609,-0.037522,1.058111
41.947112,4.170604,-2.056259,-1.630418,0.208386,-0.008748,1.078406
41.999994,4.081316,-2.068774,-1.644403,0.189708,-0.019103,1.091553
42.047695,4.066213,-2.003294,-1.649431,0.195618,-0.015590,1.075042
42.096839,4.103467,-2.015990,-1.617380,0.189738,-0.000214,1.059615
42.152512,4.130223,-1.939816,-1.627779,0.184647,-0.004999,1.022707
42.196753,4.091068,-1.969641,-1.689235,0.188452,-0.012198,1.042253
42.246950,4.157475,-2.038480,-1.602284,0.210402,-0.000861,1.080926
42.297116,4.181889,-2.026274,-1.610652,0.188974,0.012367,1.085016
42.346584,3.980297,-2.104148,-1.602120,0.238250,-0.012258,1.107554
42.397397,3.995180,-2.034739,-1.637339,0.193281,-0.013010,1.070877
42.446872,4.029522,-2.065089,-1.643881,0.177868,-0.015032,1.055388
42.502131,3.852294,-2.051790,-1.649913,0.174198,-0.015393,1.072766
42.548276,4.114154,-2.042377,-1.475598,0.211591,0.039910,1.083989
42.597580,4.300310,-2.038129,-1.640738,0.192314,0.013488,1.067065
42.651144,4.151327,-1.943410,-1.623072,0.198579,0.003804,1.067024
42.697134,4.360579,-1.950385,-1.734413,0.195383,-0.002382,1.054955
42.750388,4.222373,-1.983941,-1.559665,0.192560,0.013124,1.049309
42.802035,4.266601,-1.941674,-1.756016,0.208038,-0.030833,1.077894
42.847059,4.153390,-1.917464,-1.622168,0.156763,-0.012596,1.015851
42.897520,4.121381,-1.905630,-1.633379,0.198199,-0.002650,1.038670
42.951241,4.146524,-2.187121,-1.656222,0.207491,-0.003969,1.089952
43.021992,4.049542,-1.722762,-1.583719,0.179156,0.005903,1.035326
43.072148,4.444928,-2.150471,-1.870059,0.205527,-0.057174,1.073382
43.105411,4.211855,-2.442921,-1.477309,0.226057,0.044694,1.133532
43.171921,3.809866,-1.639210,-1.858961,0.148520,-0.093643,1.007151
43.222181,4.492971,-2.456668,-1.502579,0.266839,0.041464,1.180989
43.272165,4.089964,-2.156072,-1.574338,0.225632,0.023904,1.107594
43.322285,3.762069,-1.786504,-1.625483,0.197201,-0.027834,1.044230
43.377128,4.387913,-2.431183,-1.506089,0.243613,0.044952,1.141395
43.423075,4.025033,-1.958127,-1.701074,0.183853,-0.030922,1.058322
43.471885,3.875997,-1.940403,-1.678170,0.195160,-0.032808,1.038337
43.528450,4.241713,-2.163779,-1.545697,0.210446,0.037052,1.101191
43.571570,4.080648,-1.854691,-1.782909,0.204441,-0.058913,1.036910
43.623549,4.236788,-2.195003,-1.643003,0.207868,-0.012145,1.089669
43.677814,4.124313,-1.852905,-1.627637,0.170120,0.010628,1.043578
43.722292,4.262494,-1.853216,-1.709905,0.187286,-0.005234,1.041153
43.772436,4.207202,-2.406294,-1.513048,0.242617,0.006699,1.142460
43.826140,3.864774,-1.646107,-1.672417,0.162471,-0.045360,0.993259
43.871990,4.297681,-1.975776,-1.554490,0.186942,0.026149,1.052271
43.922413,4.245931,-2.364741,-1.598582,0.219986,0.036078,1.124835
43.976669,3.839935,-1.629667,-1.699701,0.173517,-0.032057,0.997543
44.022162,4.229481,-2.089692,-1.508633,0.187204,0.027101,1.057173
44.072991,4.232162,-2.196658,-1.580299,0.225314,0.050899,1.081158
44.124700,3.976189,-1.779323,-1.681876,0.192580,-0.020071,1.054827
44.172239,4.234344,-2.283893,-1.609665,0.236275,0.004124,1.127536
44.224074,4.128659,-2.048946,-1.645654,0.196040,-0.012850,1.076062
44.272646,4.079240,-1.824582,-1.632253,0.177877,0.007046,1.016865
44.322253,4.188909,-2.229322,-1.625897,0.221259,-0.009292,1.124950
44.374179,4.053446,-1.933387,-1.664525,0.189733,-0.006605,1.051927
44.421946,4.105912,-1.974672,-1.592152,0.194192,0.003719,1.081422
44.473453,4.039333,-2.236451,-1.679677,0.216015,-0.027585,1.126153
44.522145,4.153804,-1.897153,-1.646389,0.203768,0.005699,1.050726
44.571989,4.161081,-2.065973,-1.568512,0.219560,0.029451,1.079092
44.627547,4.194304,-2.013099,-1.700545,0.193638,0.000660,1.070980
44.671803,4.052499,-1.888883,-1.554967,0.192983,0.019855,1.034004
44.721762,4.107891,-2.058455,-1.599081,0.182471,-0.012349,1.058468
44.772822,4.128854,-1.975091,-1.657959,0.192103,-0.013385,1.068485
44.822160,4.078746,-1.977238,-1.642792,0.192532,-0.013645,1.058751
44.872649,4.189068,-2.071022,-1.544140,0.197722,0.016959,1.076684
44.924316,4.064921,-2.036893,-1.673354,0.200589,-0.022885,1.097890
44.972010,4.185435,-1.972670,-1.672072,0.191400,0.003213,1.056603
45.023231,4.202639,-2.180492,-1.640293,0.214483,0.005804,1.118085
45.074626,4.157375,-1.851565,-1.660376,0.177655,-0.004757,1.021549
45.130413,4.123274,-2.072252,-1.729604,0.210723,-0.041017,1.084100
45.172023,4.193253,-2.015048,-1.586455,0.205608,0.022878,1.066664
45.222526,4.019249,-1.978064,-1.596280,0.194186,-0.009020,1.070820
45.276699,4.175030,-2.018422,-1.667436,0.196370,-0.006650,1.066837
45.323221,4.205801,-1.943470,-1.568495,0.183826,0.035867,1.043483
45.372093,4.170672,-1.956039,-1.670674,0.193111,-0.012043,1.048394
45.426583,4.096315,-2.024327,-1.673727,0.195405,-0.010154,1.053527
45.472584,4.175665,-1.924138,-1.690493,0.199944,-0.001375,1.039648
45.522155,4.120380,-2.073052,-1.570631,0.192137,0.008829,1.084502
45.576022,4.133784,-2.049492,-1.650809,0.197405,0.001679,1.076146
45.622569,4.170306,-1.980553,-1.593168,0.191824,0.016875,1.067400
45.672961,4.094790,-2.025344,-1.579183,0.211498,0.013138,1.057417
45.725665,4.187565,-2.027161,-1.634578,0.203906,0.010480,1.075603
45.772874,4.075641,-2.137809,-1.622950,0.203652,-0.012795,1.107492
45.822346,4.036735,-2.003101,-1.548480,0.197607,0.017882,1.060184
45.873013,4.108809,-1.989772,-1.722324,0.195223,-0.035960,1.034944
45.922201,4.140937,-2.187124,-1.701017,0.213814,-0.040853,1.131544
45.972443,3.988520,-1.930847,-1.620353,0.217372,-0.015057,1.062665
46.023006,4.186766,-2.021733,-1.682308,0.220801,0.000302,1.072508
46.072345,4.241344,-2.301701,-1.583957,0.226109,0.017150,1.123258
46.135465,3.976276,-1.792509,-1.514795,0.180805,0.007504,1.023431
46.172132,4.019647,-2.049352,-1.677481,0.229363,-0.020312,1.102423
46.222600,4.153005,-2.435153,-1.572123,0.226336,0.005939,1.151033
46.272217,4.009670,-1.765489,-1.713830,0.181553,-0.052244,1.030796
46.351140,4.422096,-2.263769,-1.639798,0.234043,0.017052,1.117423
46.397389,4.194884,-2.042623,-1.706894,0.196187,-0.025084,1.067313
46.451540,3.989042,-1.840752,-1.604431,0.180174,-0.004579,1.058366
46.497766,4.207357,-2.310074,-1.622804,0.258570,0.000840,1.142563
46.547259,4.139123,-1.991069,-1.699659,0.209416,-0.017270,1.062310
46.601722,4.112910,-1.950337,-1.538086,0.178450,0.029894,1.051902
46.647042,4.228280,-2.181419,-1.613756,0.214924,0.003231,1.106379
46.697231,4.194385,-1.906200,-1.650114,0.177625,-0.000482,1.035874
46.748950,3.975534,-2.245436,-1.659386,0.255625,-0.036957,1.153853
46.799037,4.110802,-1.966092,-1.628619,0.216408,0.007840,1.071546
46.847278,4.075919,-1.970723,-1.762801,0.194948,-0.033706,1.057972
46.897354,4.194273,-2.223140,-1.567735,0.234317,0.025744,1.121553
46.947229,3.938390,-1.942473,-1.661546,0.196216,-0.027439,1.079265
46.997581,4.197669,-2.149498,-1.590265,0.220172,0.009913,1.114536
47.047148,4.080707,-2.150059,-1.542700,0.199605,-0.005189,1.087252
47.097462,4.067180,-1.811203,-1.700741,0.186353,-0.021040,1.032455
47.147794,4.282610,-2.145558,-1.545128,0.199844,0.037360,1.095525
47.197304,4.039665,-1.995511,-1.755648,0.196080,-0.054172,1.048661
47.247252,4.042923,-1.887832,-1.587959,0.184062,-0.003558,1.039528
47.297251,4.246046,-2.106825,-1.642482,0.197753,0.014877,1.072399
47.349021,4.057874,-1.959718,-1.637134,0.198087,-0.022284,1.054171
47.397193,4.127846,-1.903217,-1.706042,0.174598,-0.017753,1.020480
47.448739,4.171907,-2.095929,-1.589415,0.233329,0.027946,1.096237
47.498483,4.221733,-2.016121,-1.701007,0.194709,-0.005121,1.076364
47.547704,4.054177,-1.995500,-1.555326,0.201192,0.023102,1.061648
47.599954,4.114242,-1.969550,-1.659271,0.195891,-0.017126,1.051525
47.650078,4.134937,-2.058927,-1.685275,0.200914,-0.012042,1.062483
47.697672,3.987066,-2.069757,-1.561968,0.208652,-0.025119,1.090634
47.751827,4.077837,-1.939306,-1.731137,0.203816,-0.036568,1.059104
47.797218,4.249899,-2.042329,-1.532479,0.186018,0.019965,1.063714
47.853094,4.135143,-1.970613,-1.703136,0.204500,-0.018523,1.057457
47.901343,4.094617,-1.977819,-1.602232,0.204977,-0.020853,1.071794
47.948594,4.245327,-2.178158,-1.644546,0.203063,0.012109,1.125954
47.998186,4.066736,-1.987122,-1.682861,0.215678,-0.031457,1.078411
48.052615,4.048478,-2.026026,-1.651902,0.192761,-0.013679,1.079431
48.099514,4.073549,-2.031649,-1.566503,0.189128,0.008188,1.052992
48.147974,4.118161,-1.947911,-1.690810,0.198861,-0.025348,1.074256
48.201184,4.181638,-2.052263,-1.622274,0.202972,0.013347,1.090602
48.247450,4.097799,-1.967160,-1.643075,0.190363,-0.032024,1.041780
48.297670,4.168231,-1.990824,-1.651106,0.204908,0.013725,1.068388
48.350802,4.118007,-2.064738,-1.604943,0.202922,0.005728,1.069248
48.397550,4.060373,-1.976067,-1.626584,0.193999,-0.006878,1.052052
48.472618,4.110124,-1.966590,-1.653454,0.187437,-0.044715,1.040754
48.522274,4.221325,-1.915579,-1.696072,0.185800,0.006924,1.039364
48.573556,4.175276,-1.953473,-1.703849,0.214267,-0.010242,1.078452
48.627655,4.237855,-2.037200,-1.627961,0.194409,-0.000528,1.063395
48.673328,4.170215,-1.983955,-1.619491,0.196206,0.015782,1.043812
48.722309,4.036359,-1.977629,-1.643425,0.206951,-0.012286,1.077460
48.776386,4.249281,-2.013864,-1.604889,0.176659,0.009094,1.037254
48.822376,4.069923,-1.935454,-1.603583,0.213228,0.001577,1.064041
48.872316,4.174405,-1.949347,-1.651420,0.179923,0.001706,1.034859
48.926696,4.116937,-2.146984,-1.646908,0.206981,-0.018693,1.095917
48.972436,4.046556,-1.904144,-1.733746,0.183804,-0.034322,1.038671
49.023003,4.180118,-2.040772,-1.633706,0.205283,0.003239,1.093080
49.076842,4.209345,-1.957130,-1.651711,0.191393,0.005827,1.027702
49.122869,4.136363,-1.933998,-1.631794,0.189926,-0.006029,1.063376
49.173716,4.172055,-2.005688,-1.566440,0.186309,0.013445,1.037496
49.226032,4.097503,-2.115882,-1.602663,0.217508,-0.000715,1.103958
49.272761,4.128509,-1.820337,-1.706092,0.172865,-0.038724,1.018050
49.322432,4.153081,-2.058779,-1.594097,0.187255,0.007320,1.062242
49.373670,4.109892,-1.968057,-1.746454,0.178208,-0.050502,1.052612
49.422731,4.144461,-1.974431,-1.671037,0.195498,-0.003766,1.066747
49.477181,4.167909,-2.098672,-1.670757,0.207300,-0.019999,1.079564
49.522656,4.097325,-1.971056,-1.720304,0.203705,-0.028200,1.080707
49.572762,4.039463,-1.994429,-1.597842,0.190746,-0.018643,1.030867
49.622892,4.105876,-2.082304,-1.556816,0.192864,0.008943,1.077778
49.673595,4.111498,-2.006780,-1.724000,0.219090,-0.014486,1.088617
49.722205,4.205260,-2.072412,-1.636273,0.173344,-0.020994,1.072135
49.772622,4.143531,-2.019292,-1.677409,0.192399,-0.029812,1.084925
49.822536,4.004004,-2.024811,-1.678459,0.228580,-0.041544,1.087601
49.873054,4.148101,-2.107373,-1.555839,0.212039,0.030973,1.094348
49.922584,4.233626,-1.936371,-1.613912,0.184646,0.019683,1.040286
49.972463,4.071754,-1.945731,-1.540815,0.171952,0.007781,1.036231
50.023290,4.108848,-2.012464,-1.602714,0.179556,0.012190,1.059828
50.072515,4.185918,-1.894121,-1.664447,0.173560,-0.008810,1.025214
50.123188,4.105273,-2.108108,-1.577581,0.198629,0.014577,1.097530
50.172638,4.076177,-1.964416,-1.575011,0.188464,0.004356,1.046125
50.222414,4.083840,-2.053650,-1.714168,0.232679,-0.034785,1.094525
50.272488,4.209863,-2.067607,-1.618564,0.192804,0.004879,1.067940
50.326885,4.071228,-1.957485,-1.663563,0.183876,-0.016595,1.048579
50.377208,4.156544,-1.970544,-1.669329,0.169465,-0.023862,1.042255
50.422432,4.105365,-2.094735,-1.660704,0.197346,-0.037523,1.084112
50.472975,4.142138,-1.806685,-1.661550,0.167364,-0.006637,0.997868
50.528490,4.168737,-2.155690,-1.663078,0.222884,-0.004577,1.114098
50.573501,4.187572,-1.996345,-1.614609,0.184787,0.020783,1.058788
50.622552,3.943726,-1.893584,-1.605942,0.189308,-0.012106,1.038847
50.676689,4.134110,-2.107080,-1.659467,0.214835,-0.012846,1.072431
50.722719,4.064499,-2.077340,-1.634590,0.206756,-0.013833,1.109738
50.772485,4.147133,-1.900266,-1.665689,0.178595,-0.016376,1.036158
50.830988,4.209791,-2.127460,-1.700010,0.204138,-0.031155,1.096934
50.874068,4.084299,-1.944498,-1.664414,0.198206,-0.007203,1.056985
50.922428,4.176453,-2.021625,-1.647690,0.186480,-0.009127,1.064176
50.976678,4.096339,-1.985087,-1.683971,0.184154,-0.023776,1.053225
51.048928,4.140777,-1.970850,-1.730662,0.207071,-0.027822,1.050688
51.098343,4.157784,-1.990743,-1.620457,0.159767,-0.000628,1.044814
51.147714,4.096094,-2.024277,-1.729557,0.197885,-0.046579,1.085683
51.197223,4.212585,-2.003982,-1.680968,0.202628,-0.022472,1.085748
51.251935,4.253557,-1.911521,-1.673470,0.179487,-0.018211,1.033664
51.298541,4.213389,-1.967080,-1.711859,0.191188,-0.024751,1.051442
51.347726,4.051682,-1.929114,-1.530295,0.177739,0.008403,1.035277
51.403052,4.148206,-2.067419,-1.657325,0.218711,-0.020422,1.099423
51.449039,4.136666,-2.110532,-1.517457,0.206591,0.035200,1.079481
51.498244,4.062257,-1.925283,-1.681141,0.188874,-0.014990,1.048619
51.551601,4.130822,-1.998204,-1.598280,0.204686,-0.005124,1.066830
51.598635,4.081141,-1.947389,-1.706551,0.179598,-0.036121,1.022620
51.647614,4.168115,-1.967030,-1.694121,0.205419,-0.007899,1.060543
51.702721,4.172766,-1.966839,-1.618763,0.168258,-0.004354,1.035468
51.747885,4.125899,-1.976052,-1.703318,0.193515,-0.007536,1.057094
51.797537,4.071467,-2.047134,-1.640039,0.203447,-0.008418,1.064578
51.852906,4.110123,-1.970791,-1.693294,0.177569,-0.029555,1.040803
51.897724,4.140440,-1.931476,-1.611211,0.190259,0.016570,1.045874
51.947299,4.268148,-2.017026,-1.686844,0.188061,-0.013434,1.055671
52.000070,4.048337,-2.066380,-1.559380,0.214287,0.003777,1.103549
52.047717,4.217862,-1.896451,-1.739347,0.167946,-0.036082,1.039553
52.098768,4.192247,-2.101840,-1.626668,0.211531,-0.000561,1.086957
52.148233,4.098031,-1.922165,-1.623160,0.189538,0.014751,1.041300
52.197901,4.053114,-1.951724,-1.641513,0.187783,-0.022161,1.036875
52.248109,4.238829,-1.970089,-1.620303,0.186196,0.006071,1.015058
52.297714,4.113037,-1.999840,-1.671457,0.205380,-0.008946,1.069864
52.348126,4.039894,-2.053335,-1.664524,0.223577,-0.029762,1.089502
52.397751,4.159304,-2.044633,-1.643697,0.201418,-0.011891,1.064370
52.447401,4.030114,-1.949300,-1.602126,0.189659,0.000228,1.057487
52.498177,4.149287,-1.926558,-1.603659,0.190592,0.005381,1.041201
52.547343,4.114785,-2.074374,-1.626964,0.217437,0.004456,1.092093
52.598200,4.194615,-1.968667,-1.691517,0.201527,-0.009168,1.043929
52.648949,4.176025,-2.001462,-1.667700,0.186630,-0.001723,1.063821
52.698105,4.064198,-1.993041,-1.624739,0.194256,-0.010447,1.054992
52.747905,4.110408,-1.955588,-1.626034,0.181130,-0.013399,1.036523
52.797837,4.145558,-1.968552,-1.559277,0.198386,0.021725,1.044501
52.847752,4.090222,-1.936081,-1.574515,0.173430,0.015017,1.043553
52.898057,4.276669,-1.997515,-1.657269,0.206932,0.011484,1.068555
52.948168,4.077069,-1.990030,-1.594045,0.172537,-0.017097,1.049852
53.002432,3.996170,-1.946138,-1.587247,0.193255,-0.001084,1.042809
53.047689,4.152236,-1.921242,-1.656882,0.171088,-0.029835,1.016091
53.097698,4.046422,-1.974126,-1.628354,0.191633,-0.020014,1.051594
53.157604,4.017046,-1.961067,-1.671463,0.182781,-0.042650,1.046339
53.197970,4.221611,-1.970370,-1.634971,0.203303,0.016329,1.050144
53.247670,4.181019,-1.951432,-1.647182,0.174423,-0.004202,1.045800
53.302502,4.163118,-2.023592,-1.666353,0.198091,-0.001453,1.079907
53.348290,4.119048,-2.046270,-1.663581,0.192997,-0.013657,1.066469
53.397781,4.143622,-1.970067,-1.728404,0.184094,-0.049100,1.054549
53.453859,4.130664,-2.024154,-1.655794,0.198019,-0.017644,1.078706
53.524224,4.142741,-1.988328,-1.637250,0.200589,0.001594,1.070040
53.573498,4.079211,-2.027318,-1.612366,0.197939,-0.018056,1.086186
53.604650,4.178452,-2.111779,-1.631919,0.214802,-0.001066,1.087570
53.678302,4.098405,-1.946945,-1.665346,0.190491,-0.015541,1.039553
53.723612,4.132045,-2.038081,-1.602055,0.219745,0.007668,1.086466
53.772827,4.170135,-1.962855,-1.647852,0.184093,-0.010230,1.047368
53.823862,4.152108,-1.935580,-1.649232,0.188833,-0.000089,1.039034
53.876983,4.174819,-2.033927,-1.645773,0.190920,-0.015463,1.053228
53.923226,4.147802,-2.004533,-1.653763,0.206823,0.007782,1.076223
53.973254,4.001836,-2.014710,-1.664066,0.198365,-0.046108,1.076187
54.027649,4.271868,-2.067001,-1.660696,0.206741,-0.020516,1.092338
54.073865,4.138468,-1.835387,-1.589987,0.174994,0.006648,1.008130
54.123096,4.111335,-1.983295,-1.671909,0.197673,-0.001600,1.049775
54.176899,4.040660,-2.052684,-1.580127,0.213132,0.014284,1.095033
54.223998,3.926576,-2.211684,-1.637040,0.202685,-0.025576,1.105282
54.273295,4.167907,-1.983242,-1.586793,0.213140,0.035818,1.087096
54.326279,4.190238,-2.021280,-1.665664,0.159486,-0.035414,1.071947
54.372912,3.910797,-2.004420,-1.666394,0.183803,-0.052391,1.069420
54.423361,4.258413,-2.046707,-1.763689,0.201111,-0.021199,1.098087
54.477147,4.237227,-1.990769,-1.508514,0.206065,0.021263,1.066648
54.522769,4.019864,-1.890532,-1.765710,0.174248,-0.055621,1.042466
54.573023,4.181031,-2.093097,-1.712185,0.197791,-0.024112,1.057456
54.623783,4.158543,-1.871524,-1.620190,0.160442,0.000059,1.000458
54.678173,3.970648,-1.988455,-1.645540,0.207111,0.006439,1.076127
54.723336,4.207809,-2.144104,-1.503727,0.215157,0.037925,1.087979
54.773485,4.173660,-1.876208,-1.710192,0.173662,-0.016765,1.021059
54.822954,4.155375,-1.863073,-1.560968,0.194786,0.014238,1.037905
54.872992,4.242782,-2.181615,-1.659969,0.228316,0.012516,1.104581
54.923352,4.138367,-1.813553,-1.516405,0.175038,0.046598,1.017304
54.972835,4.282844,-1.928716,-1.701358,0.189475,0.000266,1.045302
55.024068,4.248068,-2.129972,-1.686495,0.170086,-0.004804,1.075991
55.073816,4.044989,-1.693125,-1.663622,0.150970,-0.037998,0.983106
55.122911,4.322207,-2.180491,-1.861067,0.215066,-0.049141,1.125242
55.174332,4.281518,-2.183313,-1.503713,0.205857,0.022871,1.092929
55.223503,3.982945,-1.676176,-1.848064,0.182521,-0.068518,0.993300
55.274329,4.384706,-2.111645,-1.466448,0.208631,0.048756,1.071359
55.324055,4.165617,-2.172296,-1.606044,0.226529,0.020282,1.101438
55.374628,4.045617,-1.741903,-1.631083,0.184837,0.004988,1.031083
55.422857,4.226300,-2.337746,-1.547636,0.237188,0.019259,1.125634
55.478080,4.080777,-1.893620,-1.686810,0.177422,-0.021632,1.033823
55.523292,4.058205,-1.810678,-1.587125,0.173907,0.004342,1.028931
55.572869,4.294983,-2.305704,-1.747627,0.236528,-0.005772,1.117714
55.627378,4.424520,-1.905192,-1.563936,0.228736,0.055372,1.111485
55.674111,4.126310,-2.155042,-1.680167,0.239764,0.011712,1.134768
55.722996,4.152613,-2.018361,-1.425892,0.193566,0.042359,1.046070
55.777363,4.110453,-1.929458,-1.824956,0.185962,-0.028096,1.041144
55.824267,3.948046,-2.147373,-1.501440,0.182615,0.001047,1.091902
55.872678,4.117802,-1.910142,-1.712702,0.172643,-0.006624,1.047094
