time_s,fx_N,fy_N,fz_N,tx_Nm,ty_Nm,tz_Nm
93.653906,4.633094,-1.436654,-1.147566,-0.045780,0.159642,0.973129
93.705635,4.486321,-2.025784,-1.971052,-0.037393,-0.025085,1.050697
93.752132,4.442804,-1.814061,-1.504443,-0.009377,0.097387,1.056274
93.804509,4.667426,-1.663705,-1.229451,0.060485,0.221590,1.094122
93.858592,4.645610,-2.248899,-1.405712,0.116102,0.202872,1.191365
93.902364,4.186766,-1.774468,-1.123145,0.051119,0.200089,1.073924
93.951297,4.351677,-1.802881,-1.551504,0.017296,0.134136,1.051114
94.004631,4.386535,-2.114922,-1.160617,0.028349,0.180571,1.108254
94.052207,4.067520,-1.894045,-1.757004,-0.003364,0.028643,1.074526
94.101589,4.556647,-1.872995,-1.330774,0.029180,0.169456,1.089177
94.151094,4.694586,-1.905336,-1.549420,0.035985,0.157025,1.079100
94.201563,4.685254,-1.652051,-1.427910,-0.001135,0.169539,1.016902
94.251936,4.739284,-1.755413,-1.510121,0.017063,0.151616,1.058170
94.301420,4.692663,-1.745734,-1.453576,0.009166,0.139182,1.031935
94.352061,4.379976,-2.001275,-1.649399,0.033199,0.082708,1.118378
94.401143,4.288650,-2.011983,-1.295347,0.056805,0.165042,1.110731
94.453297,4.779151,-1.788954,-1.852429,0.018329,0.053058,1.059186
94.501518,4.298845,-1.837269,-1.018626,-0.002673,0.215942,1.037275
94.551197,4.810922,-1.900266,-1.744428,0.048168,0.093702,1.100335
94.600957,4.131565,-1.996750,-1.692333,0.047028,0.082489,1.147840
94.653334,4.453469,-1.933864,-0.948554,0.006731,0.245559,1.065514
94.703948,4.791254,-1.674213,-2.120623,0.001960,0.028271,0.999969
94.751382,4.763553,-1.563343,-0.766053,0.009182,0.258475,1.017430
94.801566,4.425426,-2.290290,-1.586650,0.096686,0.172654,1.177296
94.851064,3.976708,-1.685474,-1.366468,0.012382,0.162482,1.027093
94.902855,4.703641,-1.965109,-1.348409,0.031050,0.161774,1.098992
94.956293,5.134283,-1.813368,-1.802338,0.015247,0.073936,1.037463
95.006711,4.233572,-1.338285,-1.221492,-0.072456,0.146267,0.893461
95.055804,4.961581,-2.321886,-1.369002,0.127509,0.242190,1.204316
95.101269,4.692370,-1.764818,-1.455496,0.054888,0.194496,1.123584
95.155402,4.593832,-1.896673,-1.394922,0.063731,0.151954,1.083699
95.226400,4.288088,-1.887582,-0.762618,0.090637,0.325271,1.114934
95.276980,4.810560,-1.944006,-1.540779,0.065536,0.175912,1.107150
95.307974,4.353205,-2.250906,-2.975761,0.016836,-0.175492,1.149866
95.377038,4.605077,-1.519404,-1.027724,-0.040288,0.187285,0.963141
95.429916,4.642642,-2.110478,-2.835595,-0.009285,-0.154655,1.103943
95.455955,4.567408,-1.794030,-0.405098,0.067628,0.408298,1.071182
95.526509,4.638374,-2.092093,-2.875339,0.050437,-0.103149,1.130928
95.576025,4.491242,-1.713297,-0.196883,0.028943,0.384470,1.022111
95.628339,4.664703,-1.932959,-2.387755,0.043869,-0.030625,1.093964
95.676486,4.483840,-1.762563,-0.782408,0.027082,0.267306,1.071803
95.726448,4.293313,-2.212482,-1.742792,0.055526,0.064003,1.143540
95.776068,4.383804,-1.786872,-1.512293,0.012611,0.127386,1.074199
95.826356,4.503376,-1.785704,-0.943737,0.034664,0.251411,1.044969
95.882267,4.440208,-2.102386,-1.981839,0.025582,0.028071,1.123158
95.930493,4.507069,-1.622436,-0.649441,0.030021,0.276072,1.037443
95.976053,4.686464,-2.110172,-2.292624,0.072346,-0.007800,1.142091
96.030711,4.471761,-1.781956,-0.552036,0.062090,0.320574,1.109234
96.076525,4.598059,-2.002944,-2.209186,0.011125,0.012533,1.102397
96.129057,4.579545,-1.791208,-0.943301,0.042192,0.216242,1.072776
96.181988,4.467913,-1.990137,-2.001928,0.030976,0.017938,1.115627
96.227015,4.569593,-2.078576,-1.470182,0.062823,0.138741,1.143602
96.276207,4.597377,-1.786487,-1.326275,0.022607,0.166526,1.075089
96.331153,4.629734,-1.814086,-1.609159,0.029282,0.135400,1.078201
96.376666,4.561343,-1.978881,-1.048506,0.066016,0.243975,1.115047
96.426314,4.597460,-1.861102,-1.873924,0.014210,0.071496,1.075789
96.481679,4.548248,-1.683699,-1.039948,-0.010177,0.221174,1.038773
96.526197,4.505260,-2.102035,-1.818100,0.031557,0.056779,1.113834
96.576620,4.415720,-1.825080,-1.243942,0.016439,0.161976,1.070657
96.626802,4.526735,-1.871715,-1.556595,0.030405,0.130808,1.080160
96.679632,4.620194,-1.959014,-1.555554,0.047005,0.112774,1.094065
96.726247,4.570675,-1.720762,-1.339561,-0.001206,0.168141,1.048522
96.776302,4.503929,-2.016969,-1.613152,0.053428,0.081487,1.124555
96.827554,4.541098,-1.860888,-1.227794,0.025553,0.189224,1.070101
96.876219,4.445051,-1.890969,-1.691867,0.016329,0.094323,1.061174
96.926549,4.472728,-1.801884,-1.210114,0.017870,0.169940,1.050368
96.976949,4.527260,-1.871754,-1.651823,0.019652,0.104774,1.072541
97.025926,4.541758,-1.835962,-1.351549,0.016706,0.161505,1.087263
97.076149,4.638708,-1.899616,-1.387150,0.039007,0.180563,1.085928
97.126385,4.463632,-1.793404,-1.414087,0.010140,0.161952,1.057830
97.205525,4.550569,-1.948079,-1.686051,0.029883,0.089225,1.093688
97.251744,4.585104,-1.715643,-1.398692,0.005871,0.154089,1.032865
97.301910,4.555757,-1.831506,-1.409181,0.028975,0.166364,1.052686
97.354964,4.613736,-1.755704,-1.421739,0.016330,0.177078,1.035158
97.401550,4.454731,-1.771497,-1.373696,0.017906,0.147654,1.061517
97.452415,4.496495,-1.958111,-1.696674,0.035962,0.090911,1.092541
97.501428,4.444893,-1.810284,-1.188698,0.027523,0.185284,1.065155
97.551311,4.455654,-1.852590,-1.775168,0.015275,0.052231,1.051173
97.605112,4.471385,-1.831663,-1.127186,0.022396,0.212308,1.055980
97.651457,4.591194,-1.872391,-1.736132,0.020879,0.072522,1.080611
97.701138,4.545222,-1.748407,-1.255300,0.006840,0.172556,1.037430
97.751176,4.604448,-1.931924,-1.569951,0.035104,0.131013,1.092988
97.801320,4.534339,-1.785702,-1.334867,0.014341,0.175356,1.028749
97.853955,4.406988,-1.820646,-1.442675,0.014264,0.128700,1.037471
97.901190,4.438278,-1.795530,-1.460467,-0.002025,0.136573,1.028851
97.952152,4.612578,-1.759910,-1.380177,-0.005952,0.165100,1.032641
98.002360,4.541125,-1.937945,-1.572549,0.025284,0.103156,1.112219
98.055269,4.497588,-1.847492,-1.274702,0.031196,0.169351,1.084125
98.101300,4.612819,-1.971248,-1.574644,0.027365,0.139221,1.127838
98.151108,4.445660,-1.900563,-1.276145,0.037966,0.151163,1.088646
98.201423,4.549222,-1.796512,-1.644852,0.009677,0.106918,1.047837
98.253072,4.500840,-1.844898,-1.383964,0.026151,0.149042,1.067444
98.301203,4.475233,-1.917383,-1.555491,0.036704,0.118675,1.099282
98.351359,4.598977,-1.679208,-1.457106,-0.014174,0.156647,0.989348
98.401173,4.509160,-1.891875,-1.418501,0.032270,0.151007,1.084232
98.451448,4.557373,-1.841686,-1.552141,0.012753,0.127955,1.064656
98.506710,4.589584,-1.803273,-1.437607,0.009689,0.136800,1.078245
98.551445,4.572794,-1.922618,-1.515431,0.034710,0.126858,1.096654
98.601281,4.630361,-1.817896,-1.427049,0.021509,0.155935,1.065596
98.655966,4.569234,-1.900052,-1.504443,0.029174,0.145247,1.079751
98.701352,4.578120,-1.909043,-1.403013,0.025273,0.153697,1.110451
98.751259,4.604899,-1.895020,-1.447540,0.021068,0.162100,1.093963
98.806173,4.542684,-1.923106,-1.443841,0.019584,0.136132,1.101250
98.852198,4.645525,-1.769975,-1.420516,0.026715,0.180823,1.053516
98.901314,4.591540,-1.964083,-1.460357,0.043539,0.150345,1.107614
98.956286,4.533570,-1.893721,-1.460863,0.042888,0.133920,1.086998
99.001643,4.488197,-1.803286,-1.499615,0.008110,0.118906,1.047073
99.051525,4.573709,-1.856513,-1.399788,0.027266,0.160905,1.064397
99.106801,4.596738,-1.918180,-1.570454,0.036300,0.142936,1.103300
99.179423,4.463720,-1.873482,-1.298330,0.041039,0.180104,1.079261
99.226808,4.552091,-1.915488,-1.552518,0.044452,0.135456,1.109612
99.276694,4.507259,-1.853753,-1.413410,0.018537,0.130762,1.080543
99.326873,4.487271,-1.873083,-1.534662,0.017997,0.117672,1.081145
99.380982,4.493084,-1.925872,-1.380245,0.042045,0.158544,1.101669
99.430762,4.585661,-1.858773,-1.539608,0.026401,0.132767,1.063148
99.477423,4.493672,-1.820090,-1.351640,0.013135,0.156119,1.070666
99.535502,4.857922,-1.657417,-1.725083,-0.002241,0.123504,0.980887
99.576636,4.366038,-1.970520,-0.247536,0.115706,0.448869,1.137296
99.631234,5.834175,-1.295716,-3.218402,-0.041181,-0.005258,1.031714
99.682016,5.713882,-1.100142,-0.139755,-0.221714,0.470428,0.775972
99.727917,5.225441,-2.194205,-2.408961,-0.072767,0.187275,1.070542
99.780854,5.450207,-0.289064,0.798247,-0.253493,0.565007,0.564908
99.832427,3.117152,-3.296707,-7.695077,-0.011472,-1.383964,1.139685
99.876397,2.714614,-1.958502,-4.409860,0.031726,-0.842663,0.879380
99.927036,1.290735,-1.362002,-2.732763,-0.057923,-1.171090,0.477724
99.981615,-0.557788,-4.358902,-8.942210,0.223617,-2.207386,1.145672
100.027773,1.050650,-1.969332,-3.541873,0.350607,-1.143562,0.805071
100.076653,-0.085185,-2.667208,-5.191413,0.364236,-1.337705,0.887193
100.126670,1.005912,-3.960315,-4.117738,0.413842,-1.046535,1.093977
100.178042,0.588041,-1.908596,-1.783141,0.280042,-0.666472,0.716560
100.228160,-0.104875,-2.769161,-5.057786,0.204331,-1.315455,0.688198
100.276276,0.540853,-2.571820,-2.316890,0.243166,-0.978858,0.775986
100.326859,2.122160,-2.191393,-5.760579,0.248121,-1.641484,0.802329
100.376531,1.141811,-2.777625,-5.783846,0.264822,-1.659787,0.885998
100.427420,2.003503,-1.836561,-1.582600,0.273126,-0.473456,0.743508
100.476949,1.227961,-2.887957,-4.581566,0.237656,-1.154718,0.831486
100.526432,0.154871,-2.480099,-2.899446,0.253396,-0.877427,0.694996
100.576939,1.074098,-2.180855,-3.606917,0.255493,-1.045522,0.580411
100.627552,1.547386,-2.339541,-5.143492,0.295024,-1.326198,0.705952
100.676932,2.083694,-1.723490,-4.597135,0.336934,-1.402574,0.686708
100.727074,1.123943,-2.562029,-3.979004,0.485813,-1.175532,0.857522
100.776585,0.321865,-2.596055,-2.959350,0.435792,-0.851934,0.925258
100.826454,0.870901,-2.422693,-3.548562,0.326252,-1.028821,0.562097
100.876510,1.538812,-2.025001,-5.196926,0.301316,-1.459577,0.623145
100.928932,2.980996,-0.990509,-2.752514,0.261331,-0.858461,0.299043
100.978187,1.372099,-2.941045,0.222843,0.314098,-0.191040,0.912384
101.028611,2.558364,-1.920887,-3.915176,0.324056,-1.126272,0.658203
101.076450,-1.179800,-3.067470,-0.317339,0.274542,-0.464308,0.817586
101.131291,0.801174,-3.312963,-0.384278,0.288557,-0.460556,0.880343
101.176799,0.751442,-2.645276,-1.053531,0.205562,-0.622078,0.623269
101.228049,0.751442,-2.645276,-1.053531,0.205562,-0.622078,0.623269
101.281626,0.205608,-2.677312,-1.085779,0.153214,-0.694822,0.487739
101.351883,-1.242921,3.466181,-9.658757,-0.275795,-2.440293,-1.101330
101.402074,0.844552,-0.639864,-3.327883,-0.048898,-1.177233,-0.111937
101.431185,0.570781,-3.732307,-2.305655,0.069108,-0.854488,0.755465
101.501893,1.291538,1.571861,-7.436026,0.050425,-1.938515,-0.303775
101.551432,-1.416103,-0.334635,-4.126788,-0.122572,-1.791455,-0.266705
101.581982,0.504973,-2.182560,-1.597009,0.016447,-0.865257,0.429233
101.652814,3.072065,0.293129,-6.169136,0.045083,-1.912582,-0.222759
101.701422,0.903549,-0.020707,-4.484069,0.260760,-1.310383,0.420989
101.752211,0.741936,-1.478562,-1.429250,0.031042,-0.635069,0.117976
101.801178,2.500959,-0.213777,-3.960421,-0.217909,-0.991155,-0.633778
101.851715,0.014114,0.738605,-4.215441,-0.255434,-1.257611,-0.535780
101.901991,1.360771,0.199477,-2.326943,-0.005278,-1.097673,-0.427288
101.951870,3.541948,-0.101133,-4.971928,0.039376,-1.619833,-0.135463
102.006455,3.010421,0.634896,-4.290727,-0.174574,-1.334134,-0.495993
102.052082,1.414621,0.346155,-3.391305,0.049087,-1.137625,-0.476200
102.101499,-0.942387,-1.687271,-3.474157,0.012123,-1.164156,0.227592
102.158376,2.285128,-1.054264,-3.448937,0.128971,-0.817866,0.188960
102.201630,2.911103,1.228184,-3.891229,-0.100820,-1.166078,-0.822808
102.255004,2.607611,0.718933,-2.605082,-0.177788,-1.002917,-0.581188
102.306819,5.217915,0.057074,-2.722471,-0.040565,-0.928591,-0.453885
102.352300,2.520542,-0.467046,-2.968985,0.001525,-0.697384,-0.114154
102.401820,0.462609,0.328865,-3.497714,-0.024310,-0.919990,-0.485130
102.458266,1.865614,0.101918,-2.642809,-0.024961,-0.786305,-0.678382
102.501780,3.137956,-1.881465,-4.058380,-0.100142,-1.271502,0.211104
102.552480,5.048647,1.023457,-2.904366,0.027913,-1.070294,-0.920107
102.611004,5.377109,1.251186,-3.174598,0.174836,-1.022139,-0.620744
102.653204,0.814865,-0.838021,-2.848731,-0.089730,-0.613819,-0.436071
102.702877,2.896806,0.676658,-2.536590,0.028856,-0.701271,-1.136144
102.751640,3.100794,0.196062,-2.262024,-0.013974,-0.590627,-0.535046
102.802345,2.158453,-1.039031,0.100293,0.097482,-0.088986,0.011006
102.854746,3.414956,-1.403850,1.262465,0.168266,0.274439,-0.036608
102.901936,3.003250,-1.423083,-2.359418,-0.129973,-0.677975,-0.551018
102.954068,0.411914,-2.052552,0.214382,0.033622,-0.360974,-0.393616
103.002214,1.353536,-4.357268,1.070560,0.020687,-0.031870,0.501522
103.054213,1.353536,-4.357268,1.070560,0.020687,-0.031870,0.501522
103.101557,3.238306,2.832870,-1.713122,0.072157,0.015879,-1.186317
103.151817,4.634913,2.913686,-0.291287,-0.005380,0.090236,-1.779205
103.227211,8.859015,-0.471676,5.683853,-0.069055,1.492979,-1.267257
103.280730,9.268618,2.947993,1.818720,-0.010835,0.517456,-2.205751
103.332069,8.677340,3.890857,1.930629,0.058551,0.740577,-2.537673
103.378660,7.761790,0.838957,2.870764,-0.034529,0.723184,-1.856223
103.426681,9.313661,0.595976,1.274996,-0.068458,0.398125,-1.694293
103.480644,10.612348,2.979388,1.515963,0.048479,0.378770,-2.125420
103.530543,9.396202,1.959059,2.941752,0.088492,0.719876,-2.015934
103.577011,8.801248,-0.252826,1.984034,-0.041293,0.693271,-1.379563
103.629062,6.643877,1.616813,1.338485,-0.002172,0.314241,-1.712911
103.677339,7.279850,2.791528,2.230458,0.085335,0.660941,-1.987888
103.729014,9.133498,0.418903,1.668983,0.021091,0.294107,-1.386415
103.778435,8.570333,0.444915,2.751964,0.085553,0.677784,-1.246919
103.829560,7.702110,2.207819,0.869903,0.099941,0.105538,-1.896588
103.878009,8.624370,0.721986,0.736913,-0.001255,-0.008038,-1.479663
103.926878,8.536024,0.377275,0.405757,-0.016801,0.065007,-1.348308
103.976712,9.743660,1.438575,1.465807,0.074580,0.070950,-1.719196
104.028585,8.080541,1.101847,2.753465,0.017907,0.544973,-1.454533
104.080749,8.671643,0.679212,1.353624,0.068907,0.301712,-1.318247
104.127403,7.548443,-0.187680,0.102794,-0.065492,-0.111025,-0.933516
104.178056,6.779326,0.069439,2.356667,0.065760,0.460788,-0.940229
104.226711,8.761755,0.655174,1.130282,0.070158,-0.165277,-1.221307
104.282137,10.795614,-0.197617,0.165042,-0.029699,-0.369844,-1.091759
104.327657,8.163705,0.300275,1.032952,0.064281,-0.092601,-1.301864
104.377765,7.142107,0.521734,1.435276,0.043881,0.061800,-1.176937
104.426811,9.558954,0.168732,-0.473361,-0.039551,-0.518358,-1.121805
104.478153,9.053663,-0.891508,0.171534,-0.065478,-0.452385,-0.821358
104.531895,7.145267,0.008692,2.954223,0.088207,0.463219,-1.000342
104.578714,7.321470,-0.258842,-1.761001,-0.049446,-0.514895,-1.041654
104.632565,8.364682,-2.029760,0.030305,-0.220608,-0.605542,-0.468047
104.677629,8.364682,-2.029760,0.030305,-0.220608,-0.605542,-0.468047
104.726571,7.725057,1.660078,-2.281811,-0.020153,-0.917211,-1.162573
104.782573,-0.552958,-3.972997,5.153013,-0.077392,1.250328,0.052571
104.828074,3.621679,-2.871163,2.383123,-0.207439,0.412123,-0.133292
104.877191,5.555920,2.004656,-1.569595,-0.167971,-0.887558,-1.023729
104.931183,3.379742,-0.344482,3.999818,-0.114990,0.595590,-0.378260
105.002397,4.708008,-1.527870,0.212819,-0.414027,-0.472536,-0.236791
105.054512,3.322206,2.263956,2.820520,-0.098776,0.485735,-0.875821
105.081795,3.845519,1.248655,2.353260,-0.221427,0.055984,-0.806348
105.152150,3.909940,-3.115652,1.938181,-0.390827,0.375945,0.098341
105.202424,2.372905,1.698494,3.251870,-0.120173,0.694570,-0.750262
105.230673,2.858962,1.626256,1.730632,-0.267906,0.093306,-0.742016
105.302682,3.620516,-3.124378,0.651133,-0.420914,0.074967,0.112492
105.353043,2.076434,-0.306363,2.626037,-0.286378,0.277885,-0.205975
105.401667,3.166106,0.330681,0.538260,-0.359212,0.032923,-0.344617
105.456632,3.503719,-2.800262,0.914561,-0.381271,0.040396,0.398539
105.506026,3.796799,-1.067057,3.656530,-0.179291,0.814228,-0.019760
105.551472,5.450224,-0.214790,0.420426,-0.377695,-0.026986,-0.313125
105.602273,4.702966,-2.346865,1.511525,-0.315285,0.219218,0.298044
105.659329,4.205245,-2.075023,3.160481,-0.237677,0.658056,0.246347
105.702076,5.671021,-0.344614,-0.051454,-0.442140,-0.069644,-0.291354
105.752088,4.778198,-1.399537,3.642368,-0.173826,1.029166,0.091804
105.806687,4.552597,-2.668046,3.181867,-0.261192,0.796587,0.371376
105.854065,5.628178,-1.155751,0.472322,-0.372760,0.291395,-0.009274
105.902046,3.312487,-0.891531,2.005711,-0.326934,0.578933,0.040529
105.957182,4.316082,-2.456525,2.349541,-0.304877,0.561330,0.250997
106.002466,3.632079,-1.613116,0.225641,-0.434071,0.212491,-0.000835
106.052316,3.567997,-0.845583,1.722368,-0.347785,0.454107,0.039596
106.106435,4.330353,-2.020622,1.652574,-0.358495,0.582773,0.074877
106.153625,4.250887,-1.923640,1.306246,-0.316518,0.672329,0.140878
106.202084,3.766995,-0.693389,2.120136,-0.403044,0.581232,-0.108951
106.253089,4.259129,-1.527063,1.439577,-0.368711,0.696111,-0.044957
106.302832,4.427238,-1.893255,2.211797,-0.296687,0.808307,0.135212
106.352281,4.140951,-0.364912,2.670450,-0.460248,0.941381,-0.424020
106.402592,3.534014,-0.979742,0.668725,-0.470950,0.700756,-0.205498
106.477215,2.436510,-0.778754,2.464316,-0.519799,0.913117,-0.411977
106.535922,3.601657,-0.426491,1.041252,-0.602154,0.688138,-0.461228
106.578407,3.618661,-0.780197,2.974735,-0.393313,1.243765,-0.338866
106.631767,3.469140,-0.595854,2.561858,-0.499517,1.035069,-0.400182
106.681729,3.701140,-0.409877,0.339698,-0.723192,0.528185,-0.578309
106.730781,3.571370,-0.255662,3.003403,-0.597732,1.168168,-0.686079
106.777327,4.824535,-0.423602,2.511619,-0.642779,1.126221,-0.824312
106.831828,7.656987,0.050915,-2.377380,-0.964974,0.430678,-1.073672
106.879566,3.631881,0.233223,0.167639,-0.793476,0.924564,-0.943830
106.927268,7.253941,-1.689829,2.353533,-0.448151,1.445207,-0.573996
106.981451,4.321473,2.230659,0.950391,-1.247174,1.147306,-2.217623
107.028507,2.739250,4.429513,0.317749,-1.566379,0.885823,-2.919176
107.077360,-0.003205,0.599339,-0.032214,-1.011018,0.419568,-1.788178
107.128304,-0.587355,0.379217,-1.563043,-0.968379,0.092535,-1.661479
107.177599,1.195238,2.646559,-2.271158,-1.062288,-0.044953,-1.942586
107.234057,0.181644,0.864865,-2.123954,-1.073354,-0.271527,-1.638815
107.277070,0.776952,0.088506,1.399730,-0.716980,0.516738,-1.305638
107.327867,3.309662,3.787292,-0.320408,-1.349968,0.453342,-2.947931
107.377354,3.109628,2.549151,-0.578912,-1.230206,0.283349,-2.543221
107.431119,-0.351940,0.270800,2.102949,-0.748581,0.666223,-1.536469
107.477402,3.236713,0.369570,-1.350967,-0.966139,0.197902,-1.782190
107.527752,2.124834,2.941249,-0.394544,-1.103312,0.325670,-2.226309
107.579469,1.755370,0.888328,0.307292,-0.829473,0.475024,-1.658125
107.627036,2.958107,-0.242944,-0.934911,-0.823162,0.325505,-1.492138
107.676984,2.699883,2.074115,-0.039835,-0.883427,0.460953,-1.870744
107.726980,2.249437,1.232091,-0.323086,-0.850092,0.403196,-1.679958
107.778833,2.747053,-0.270046,-0.208439,-0.735222,0.429701,-1.411303
107.831366,3.148740,1.488351,-0.172356,-0.831796,0.474465,-1.722803
107.877392,2.715370,1.298085,-0.500128,-0.882263,0.403115,-1.763710
107.927768,2.412596,0.178940,0.392131,-0.726070,0.533065,-1.495948
107.977745,3.097314,1.111822,-0.566973,-0.815443,0.361574,-1.635574
108.028527,2.786274,1.290199,-0.551013,-0.884701,0.395992,-1.771036
108.078343,2.375665,0.489866,0.546090,-0.730057,0.583703,-1.508057
108.131339,3.087537,1.068392,-0.465258,-0.835134,0.430829,-1.692878
108.177634,2.890158,1.179436,-0.550413,-0.837336,0.379354,-1.702135
108.228717,2.289254,0.414556,0.416558,-0.703580,0.534003,-1.412293
108.282458,2.871332,0.845077,-0.599361,-0.807037,0.360948,-1.595054
108.327348,3.137044,1.182446,-0.411280,-0.840243,0.438419,-1.696408
108.379169,2.405107,0.606462,0.311862,-0.746135,0.538136,-1.539481
108.431531,2.871501,0.940846,-0.458436,-0.821739,0.421281,-1.642431
108.476813,2.899427,1.230880,-0.203983,-0.831739,0.453481,-1.713442
108.527229,2.650035,0.513538,-0.092737,-0.765687,0.461024,-1.540091
108.581633,2.762422,0.914499,-0.289594,-0.785459,0.449256,-1.591422
108.627893,2.616583,1.114392,-0.085628,-0.825683,0.456685,-1.632270
108.683617,2.698804,0.424849,-0.312563,-0.779372,0.441025,-1.509460
108.732168,2.683847,1.168524,-0.119942,-0.831718,0.440380,-1.693723
108.803474,2.956020,0.755292,-0.350008,-0.806592,0.421548,-1.608751
108.857636,2.577302,0.672535,-0.071776,-0.773735,0.473475,-1.572326
108.907127,2.532821,1.199253,-0.116286,-0.810857,0.444723,-1.648487
108.952110,2.903553,0.670359,-0.409177,-0.791403,0.404010,-1.530320
109.007452,2.634281,0.521231,-0.045563,-0.743758,0.458995,-1.466341
109.053807,2.670820,1.244910,-0.215377,-0.816349,0.428300,-1.687734
109.102462,2.794425,0.769727,-0.297303,-0.783421,0.436502,-1.582589
109.157183,2.750642,0.729509,0.038053,-0.802951,0.504221,-1.601075
109.202443,2.901096,1.166656,-0.366785,-0.832141,0.420607,-1.717973
109.252224,2.542500,0.830117,-0.193267,-0.795644,0.409946,-1.563657
109.307706,2.666217,0.727702,-0.195258,-0.792749,0.425097,-1.619161
109.356689,2.868441,1.088538,-0.331060,-0.826881,0.433787,-1.662289
109.402501,2.658032,0.741671,-0.081693,-0.750153,0.484133,-1.500063
109.456404,2.702079,0.666880,-0.221712,-0.791598,0.432600,-1.576987
109.504709,2.728185,1.144704,-0.230473,-0.836827,0.424670,-1.691863
109.552981,2.790734,0.973703,-0.086806,-0.805774,0.482222,-1.634448
109.607365,2.759086,0.611897,-0.231843,-0.771602,0.443171,-1.554073
109.652451,2.672374,1.058125,-0.225769,-0.821810,0.420466,-1.664166
109.702476,2.674057,0.949175,-0.166942,-0.797987,0.451054,-1.611781
109.756119,2.604527,0.607300,-0.222235,-0.776727,0.420925,-1.542994
109.802849,2.727499,1.126369,-0.042642,-0.810306,0.491172,-1.676391
109.852287,2.842414,0.918331,-0.239741,-0.799851,0.454757,-1.608859
109.902182,2.637969,0.730558,-0.158013,-0.813555,0.430240,-1.617799
109.953221,2.637869,0.950429,-0.102915,-0.781018,0.456844,-1.611747
110.002473,2.796251,0.936900,-0.260346,-0.805888,0.441794,-1.610320
110.052472,2.582481,0.657941,-0.115858,-0.781430,0.436406,-1.540038
110.104244,2.739244,0.877653,-0.209620,-0.793371,0.430787,-1.557846
110.152275,2.860935,1.088045,-0.269281,-0.806496,0.442118,-1.686754
110.202378,2.613294,0.763148,-0.051179,-0.793508,0.465083,-1.605160
110.255641,2.688906,0.820550,-0.308025,-0.794237,0.401858,-1.566393
110.302351,2.747157,0.958762,-0.276611,-0.803348,0.418506,-1.606702
110.352377,2.714998,0.779471,-0.109572,-0.799207,0.456533,-1.621031
110.402750,2.837678,0.895948,-0.189522,-0.806006,0.482089,-1.634215
110.452294,2.741746,0.917233,-0.081094,-0.760319,0.487772,-1.560844
110.503778,2.822876,0.785947,-0.231525,-0.801423,0.443341,-1.621050
110.552454,2.705139,0.814231,-0.229912,-0.785675,0.445010,-1.568568
110.603568,2.742796,1.006827,-0.144412,-0.790397,0.459074,-1.610414
110.653546,2.636705,0.804404,-0.204459,-0.809633,0.432428,-1.590179
110.704191,2.620366,0.787049,-0.145497,-0.777986,0.447379,-1.553390
110.757439,2.605695,0.937402,-0.220599,-0.791945,0.429092,-1.585992
110.830315,2.677944,0.793080,-0.107125,-0.801960,0.462201,-1.605523
110.877696,2.697543,0.898335,-0.177695,-0.765507,0.453987,-1.585769
110.907990,2.760633,1.016371,-0.160005,-0.813597,0.469134,-1.635864
110.980189,2.884213,0.880385,-0.040306,-0.799376,0.504156,-1.661383
111.027402,2.697277,0.870586,-0.247424,-0.790858,0.426759,-1.581627
111.057597,2.681187,0.941373,-0.214871,-0.803618,0.440746,-1.606023
111.128012,2.719522,0.652028,-0.208238,-0.758314,0.439844,-1.502477
111.177658,2.743566,0.904229,-0.202114,-0.798491,0.464339,-1.614090
111.207713,2.699250,0.910288,-0.140547,-0.796621,0.464658,-1.594987
111.280032,2.705464,0.778321,-0.175026,-0.776958,0.439768,-1.591176
111.329313,2.688907,0.825572,-0.286615,-0.798219,0.397947,-1.575066
111.379788,2.689043,0.873606,-0.123596,-0.771913,0.451909,-1.576357
111.427755,2.763995,0.712159,-0.153721,-0.777306,0.470347,-1.520976
111.477415,2.882461,0.905627,-0.224450,-0.777496,0.455232,-1.605933
111.529344,2.725386,0.815133,-0.212159,-0.794947,0.425870,-1.556392
111.577303,2.838823,0.840264,-0.163195,-0.783114,0.462404,-1.603037
111.632343,2.741523,0.858142,-0.225320,-0.768573,0.431707,-1.572792
111.680454,2.799983,0.846372,-0.131909,-0.772014,0.485464,-1.588760
111.727417,2.681078,0.828121,-0.164824,-0.787239,0.443947,-1.592835
111.783003,2.641866,0.862995,-0.196186,-0.803266,0.437517,-1.592115
111.828978,2.808893,0.781779,-0.248974,-0.768691,0.433474,-1.562098
111.877829,2.663577,0.840799,-0.109264,-0.765372,0.454536,-1.569628
111.931702,2.764161,0.810970,-0.215058,-0.754784,0.448292,-1.564583
111.979967,2.971143,0.802293,-0.281583,-0.783618,0.445891,-1.580950
112.027113,2.669570,0.928859,-0.084996,-0.798267,0.456041,-1.620293
112.081580,2.677355,0.861188,-0.161386,-0.778884,0.462619,-1.579224
112.130808,2.834923,0.863348,-0.227762,-0.795920,0.442244,-1.597909
112.177580,2.680264,0.742943,-0.147114,-0.744100,0.457500,-1.530218
112.232522,2.964873,0.879518,-0.035957,-0.771573,0.499815,-1.600797
112.279958,2.646161,0.803358,-0.313730,-0.770286,0.434318,-1.529428
112.327726,2.259947,0.839030,-0.265829,-0.807996,0.398945,-1.601350
